,Item Code,Description,Qty,UOM,Line Type,Ingredient,Description.1,UOM.1,Qty.1,Unit Cost,Scrap Factor%,Require QTY,Sort Order,Primary Item Code,Original Description,Original UOM,FactCode,Packing flag,Flag
649,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1006102010,BLACK PEPPER POWDER,KGM,1.0,24.9885435024324,0,1.0,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
650,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1006102009,TABLE SALT,KGM,6.0,0.7,0,6.0,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
651,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1006102559,WATER,KGM,117.0,0.0104851074691908,0,117.0,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
652,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1006102002,CHARCOAL SPICES,KGM,8.0,18.6455683341595,0,8.0,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
653,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1005102133,LIQUID ONION,KGM,2.25,21.0099656784479,0,2.25,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
654,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1001103024,Frozen Whole Onion,KGM,110.0,2.7,0,110.0,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
655,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1001101007,BRAZILIAN BEEF TRIMMING,KGM,310.0,9.55126225285403,0,310.0,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
656,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1001101002,BRAZILIAN BEEF FOREQUARTER,KGM,250.0,14.2041411538684,0,250.0,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
657,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1006102011,WHITE PEPPER,KGM,0.75,30.0085873282975,0,0.75,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
658,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,2011104111,PLAIN WIMPY BAG 90*60 CM,EA,14.0,0.540041222880608,0,14.0,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,1,False
14879,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),1.0,CRT,Ingredient,1001101007,BRAZILIAN BEEF TRIMMING,KGM,4.30938,0.716745715837588,0,4.30938,0.0,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),CRT,KFC,0,False
14880,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),1.0,CRT,Ingredient,2013118040,GREEN BARCODE FROZEN,EA,1.05,0.0037926009747882,0,1.05,0.0,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),CRT,KFC,1,False
14881,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),1.0,CRT,Ingredient,2013117051,YELLOW SHEETS FOR TGI,EA,0.08334,0.0131368780006517,0,0.08334,0.0,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),CRT,KFC,1,False
14882,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),1.0,CRT,Ingredient,2013105015,WHITE BAGS 60*70,EA,0.05,0.0235875703171427,0,0.05,0.0,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),CRT,KFC,1,False
14883,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),1.0,CRT,Ingredient,2013104202,"BURGER PAPER 4-1/4"" X 4-1/2""",EA,206.0,0.0021779403871416,0,206.0,0.0,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),CRT,KFC,1,False
14884,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),1.0,CRT,Ingredient,2013104201,CLIP BIG S 744,EA,10.3,0.0029822335551189,0,10.3,0.0,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),CRT,KFC,1,False
14885,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),1.0,CRT,Ingredient,2013104147,BEEF BURGER BAGS AMERICANA 1KG,EA,10.66444,0.0162,0,10.6644399999999,0.0,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),CRT,KFC,1,False
14886,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),1.0,CRT,Ingredient,1006103025,COLOR STABILIZER,KGM,0.015,1.26189508927283,0,0.015,0.0,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),CRT,KFC,0,False
14887,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),1.0,CRT,Ingredient,1006102154,POLY PHOSPHATE (MIX),KGM,0.01824,1.41256945603342,0,0.01824,0.0,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),CRT,KFC,0,False
14888,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),1.0,CRT,Ingredient,1006102120,FENNEL,KGM,0.0025,1.5,0,0.0025,0.0,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),CRT,KFC,0,False
14889,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),1.0,CRT,Ingredient,2013119022,OUTER CARTON ROYAL CHICKEN BURGER,EA,1.0,0.158300181901994,0,1.0,0.0,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),CRT,KFC,1,False
14890,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),1.0,CRT,Ingredient,1006102119,ANISE,KGM,0.0013,2.0,0,0.0013,0.0,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),CRT,KFC,0,False
14891,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),1.0,CRT,Ingredient,1006102035,CINNAMON,KGM,0.0013,1.00000699136524,0,0.0013,0.0,4001100606,BEEF BURGER ARABIC SPICES 20PCS  (10*20*50GM),CRT,KFC,0,False
