Item Code,Description,Qty,UOM,Line Type,Ingredient,Description.1,UOM.1,Qty.1,Unit Cost,Scrap Factor%,Require QTY
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,1006102154,POLY PHOSPHATE (MIX),KGM,0.00602,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,1006103007,FRESH KEEPER SAUSAGE(11.035,KGM,0.0037,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,2013103014,WOOD SMOKING CHIPS ALDERWOOD,KGM,0.0013,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,2013104201,CLIP BIG S 744,EA,0.4815,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,2013104501,WOOD SMOKING CHIPS BEECHWOOD,KGM,0.0031,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,2013105015,WHITE BAGS 60*70,EA,0.01235,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,2013116004,BAG NYLON 13.5*25 - PROMOTION,EA,0.03704,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,2013117045,CARAMEL CASING 135 MM,MTR,0.21629,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,2013117051,YELLOW SHEETS FOR TGI,EA,0.01235,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,1001101108,CHICKEN BREAST,KGM,0.641,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,1001101111,FROZEN CHICKEN SKIN,KGM,0.17771,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,1004102092,GREEN OLIVES SLICES,KGM,0.0513,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,1005102559,WATER,KGM,0.1282,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,1006102009,TABLE SALT,KGM,0.01353,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,1006102023,CHICKEN FLAVOUR POWDER,KGM,0.0049,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,1006102028,CURING SALT,KGM,0.0005,,,
